1.477,0.395,0.170,0.000,0.069,0.000,0.765,0.368
1.759,2.387,0.247,1.510,1.130,0.000,0.878,0.158
0.433,0.000,0.000,1.634,0.000,0.000,0.249,0.444
0.000,1.419,0.000,5.016,0.000,0.000,0.000,0.000
0.799,0.143,0.000,0.557,0.000,0.000,0.591,0.874
0.699,0.000,0.000,1.017,0.000,0.000,0.394,0.332
0.201,0.316,0.000,1.037,0.126,0.000,0.450,1.449
0.801,0.477,0.000,0.437,0.138,0.000,0.606,1.101
0.873,0.231,0.000,0.487,0.033,0.000,0.636,0.916
0.027,2.847,1.290,4.061,2.202,0.000,0.354,1.811
0.924,1.090,0.079,0.648,0.486,0.000,0.480,0.534
1.059,1.004,0.119,0.513,0.426,0.000,0.539,0.428
1.522,2.127,0.351,1.487,1.112,0.000,0.774,0.188
1.048,0.000,0.000,0.652,0.000,0.000,0.442,0.000
0.794,2.173,0.601,2.290,1.441,0.000,0.500,0.770
0.565,0.552,0.000,0.582,0.180,0.000,0.532,1.281
1.287,1.887,0.449,1.471,1.109,0.000,0.656,0.214
0.174,0.000,0.000,1.306,0.000,0.000,0.401,1.037
0.408,0.059,0.000,1.934,0.000,0.000,0.047,0.297
1.306,2.022,0.578,1.692,1.278,0.000,0.672,0.179
1.307,1.480,0.125,0.774,0.654,0.000,0.642,0.299
1.090,0.000,0.000,0.324,0.000,0.000,0.549,0.122
0.792,0.000,0.000,0.536,0.000,0.000,0.548,0.491
0.476,2.286,0.716,2.745,1.589,0.000,0.383,1.142
0.087,0.015,0.000,1.549,0.000,0.000,0.357,1.066
0.000,3.298,1.678,5.074,2.658,0.000,0.372,2.569
0.340,0.000,0.000,0.953,0.000,0.000,0.472,0.945
1.502,2.112,0.373,1.500,1.124,0.000,0.766,0.184
0.415,0.416,0.000,0.825,0.164,0.000,0.517,1.411
1.472,2.065,0.351,1.462,1.088,0.000,0.752,0.206
0.730,0.163,0.000,0.613,0.007,0.000,0.574,0.941
0.000,0.592,0.000,1.127,0.283,0.000,0.363,1.807
0.769,0.570,0.000,0.442,0.160,0.000,0.527,0.989
0.485,0.000,0.000,0.928,0.000,0.000,0.454,0.716
0.987,1.788,0.455,1.602,1.097,0.000,0.549,0.471
0.371,0.271,0.000,0.902,0.085,0.000,0.488,1.290
0.344,0.494,0.000,0.836,0.203,0.000,0.492,1.512
1.001,0.000,0.000,0.474,0.000,0.000,0.517,0.160
0.000,2.495,0.000,6.968,0.000,0.000,0.000,0.000
1.095,0.373,0.000,0.230,0.092,0.000,0.706,0.820
0.030,4.312,2.314,6.291,3.497,0.000,1.269,3.619
0.840,1.812,0.431,1.745,1.129,0.000,0.495,0.653
0.629,0.575,0.000,0.535,0.183,0.000,0.516,1.171
0.000,0.557,0.000,1.208,0.287,0.000,0.372,1.841
0.833,0.551,0.000,0.403,0.154,0.000,0.553,0.947
1.960,2.584,0.134,1.506,1.127,0.000,0.981,0.171
1.103,0.000,0.000,0.692,0.000,0.000,0.414,0.000
0.618,2.274,0.640,2.575,1.539,0.000,0.429,0.993
1.061,1.788,0.455,1.536,1.092,0.000,0.566,0.386
1.015,1.774,0.446,1.553,1.080,0.000,0.552,0.435
2.067,2.267,0.075,1.064,0.929,0.000,1.018,0.101
0.854,0.547,0.000,0.390,0.152,0.000,0.561,0.931
1.618,2.263,0.365,1.565,1.178,0.000,0.820,0.150
1.756,2.384,0.240,1.504,1.123,0.000,0.877,0.164
0.224,0.437,0.000,0.984,0.191,0.000,0.462,1.552
0.291,0.242,0.000,0.973,0.080,0.000,0.475,1.322
0.764,0.628,0.000,0.471,0.182,0.000,0.502,0.939
0.310,2.940,1.308,3.979,2.255,0.000,0.454,1.566
0.805,0.000,0.000,0.954,0.000,0.000,0.390,0.196
0.786,0.000,0.000,1.420,0.000,0.000,0.220,0.000
0.820,0.714,0.000,0.491,0.219,0.000,0.495,0.818
0.712,0.584,0.000,0.477,0.167,0.000,0.506,1.032
0.917,0.717,0.021,0.444,0.217,0.000,0.521,0.719
1.444,0.794,0.259,0.229,0.253,0.000,0.722,0.232
1.519,0.238,0.075,0.000,0.048,0.000,0.860,0.422
0.091,2.895,1.309,4.082,2.235,0.000,0.375,1.766
0.592,0.000,0.000,1.877,0.000,0.000,0.000,0.000
1.008,0.000,0.000,0.376,0.000,0.000,0.570,0.329
0.486,0.546,0.000,0.645,0.189,0.000,0.525,1.377
0.516,0.064,0.000,2.037,0.000,0.000,0.000,0.000
0.288,0.524,0.000,0.849,0.217,0.000,0.468,1.559
0.151,3.148,1.492,4.441,2.462,0.000,0.474,1.872
0.584,0.599,0.000,0.560,0.187,0.000,0.485,1.174
1.659,0.793,0.314,0.165,0.238,0.000,0.840,0.156
0.494,0.000,0.000,1.263,0.000,0.000,0.355,0.527
0.445,0.162,0.000,0.848,0.027,0.000,0.504,1.137
0.785,0.324,0.000,0.541,0.085,0.000,0.627,1.069
0.592,0.404,0.000,0.680,0.140,0.000,0.573,1.277
0.807,2.531,0.792,2.822,1.757,0.000,0.546,0.867
1.887,2.514,0.167,1.502,1.119,0.000,0.941,0.169
1.121,0.000,0.000,0.578,0.000,0.000,0.454,0.000
1.687,0.847,0.314,0.197,0.253,0.000,0.860,0.146
5.164,4.279,0.304,1.539,1.642,0.000,2.699,0.000
0.265,2.303,0.839,3.002,1.668,0.000,0.322,1.348
0.438,2.971,1.295,3.911,2.261,0.000,0.508,1.448
0.047,0.044,0.000,1.360,0.000,0.000,0.398,1.208
0.851,0.000,0.000,0.498,0.000,0.000,0.556,0.513
1.212,0.000,0.000,0.782,0.000,0.000,0.348,0.000
1.086,0.347,0.000,0.236,0.070,0.000,0.704,0.821
2.075,2.526,0.042,1.288,1.026,0.000,1.035,0.163
0.695,2.087,0.527,2.224,1.363,0.000,0.451,0.873
0.943,0.489,0.000,0.337,0.148,0.000,0.626,0.925
0.584,0.403,0.000,0.687,0.141,0.000,0.571,1.282
0.863,0.690,0.000,0.456,0.207,0.000,0.514,0.793
0.050,0.073,0.000,1.162,0.007,0.000,0.434,1.279
0.000,3.886,2.039,5.779,3.167,0.000,0.777,2.934
0.556,0.016,0.000,1.920,0.000,0.000,0.000,0.000
1.573,0.684,0.283,0.117,0.190,0.000,0.790,0.203
0.305,3.660,1.854,5.130,2.902,0.000,0.808,2.271
0.720,0.566,0.000,0.475,0.170,0.000,0.527,1.063
1.041,0.387,0.000,0.269,0.095,0.000,0.686,0.870
1.020,0.288,0.000,0.342,0.049,0.000,0.692,0.856
0.563,0.489,0.000,0.619,0.164,0.000,0.554,1.326
0.386,2.658,1.067,3.456,1.976,0.000,0.410,1.332
0.000,1.291,0.000,4.736,0.000,0.000,0.000,0.000
0.476,2.903,1.216,3.758,2.183,0.000,0.500,1.364
0.735,0.000,0.000,1.348,0.000,0.000,0.268,0.084
1.011,0.352,0.000,0.306,0.068,0.000,0.690,0.900
0.181,0.384,0.000,1.039,0.165,0.000,0.445,1.526
1.530,2.129,0.318,1.464,1.086,0.000,0.777,0.204
0.905,0.000,0.000,1.655,0.000,0.000,0.006,0.000
2.593,2.643,0.113,1.163,1.078,0.000,1.294,0.000
0.501,3.637,1.763,4.901,2.832,0.000,0.865,2.026
0.873,0.000,0.000,1.139,0.000,0.000,0.309,0.000
1.164,0.717,0.128,0.321,0.217,0.000,0.609,0.486
1.232,0.000,0.000,0.221,0.000,0.000,0.632,0.323
2.136,2.166,0.117,0.968,0.878,0.000,1.056,0.060
1.205,0.475,0.080,0.172,0.109,0.000,0.670,0.611
0.472,0.131,0.000,0.825,0.010,0.000,0.508,1.088
3.141,3.240,0.092,1.419,1.309,0.000,1.580,0.000
