,0
146,-0.045
147,-0.045
148,-0.045
149,-0.045
150,-0.045
151,-0.045
152,-0.033
153,-0.045
154,-0.045
155,-0.045
156,-0.045
157,-0.045
158,-0.045
159,-0.045
160,-0.045
161,-0.045
162,-0.045
163,-0.045
164,-0.045
165,-0.045
166,-0.045
167,-0.045
168,-0.045
169,-0.045
170,-0.045
171,-0.045
172,-0.045
173,-0.045
174,-0.045
175,-0.045
176,-0.045
177,-0.045
178,-0.045
179,-0.045
180,-0.045
181,-0.045
182,-0.045
183,-0.045
184,-0.045
185,-0.045
186,-0.045
187,-0.045
188,-0.045
189,-0.045
190,-0.045
191,-0.045
192,-0.045
193,-0.045
194,-0.045
195,-0.045
196,-0.045
197,-0.045
198,-0.045
199,-0.045
200,-0.045
201,-0.045
202,-0.045
203,-0.04
204,-0.045
205,-0.045
206,-0.045
207,-0.045
208,-0.045
209,-0.045
210,-0.045
211,-0.045
212,-0.045
213,-0.045
214,-0.045
215,-0.045
216,-0.045
217,-0.045
218,-0.045
219,-0.045
220,-0.045
221,-0.045
222,-0.045
223,-0.045
224,-0.045
225,-0.045
226,-0.045
227,-0.045
228,-0.045
229,-0.045
230,-0.045
231,-0.045
232,-0.045
233,-0.04
234,-0.045
235,-0.045
236,-0.045
237,-0.045
238,-0.045
239,-0.045
240,-0.045
241,-0.045
242,-0.045
243,-0.045
244,-0.045
245,-0.045
246,-0.045
247,-0.045
248,-0.045
249,-0.045
250,-0.045
251,-0.045
252,-0.045
253,-0.045
254,-0.045
255,-0.045
256,-0.045
257,-0.045
258,-0.045
259,-0.045
260,-0.045
261,-0.045
262,-0.045
263,-0.045
264,-0.045
265,-0.045
266,-0.045
267,-0.045
268,-0.045
269,-0.045
270,-0.045
271,-0.045
272,-0.045
273,-0.045
274,-0.045
275,-0.045
276,-0.045
277,-0.045
278,-0.045
279,-0.045
280,-0.045
281,-0.045
282,-0.045
283,-0.045
284,-0.045
285,-0.045
286,-0.045
287,-0.045
288,-0.045
289,-0.045
290,-0.045
291,-0.045
292,-0.045
293,-0.045
294,-0.045
295,-0.045
296,-0.045
297,-0.045
298,-0.045
299,-0.045
300,-0.045
301,-0.045
302,-0.045
303,-0.045
304,-0.045
305,-0.045
306,-0.045
307,-0.045
308,-0.045
309,-0.045
310,-0.045
311,-0.045
312,-0.045
313,-0.045
314,-0.045
315,-0.045
316,-0.045
317,-0.045
318,-0.045
319,-0.045
320,-0.045
321,-0.045
322,-0.045
323,-0.045
324,-0.045
325,-0.045
326,-0.045
327,-0.045
328,-0.045
329,-0.045
330,-0.045
331,-0.045
332,-0.045
333,-0.045
334,-0.045
335,-0.045
336,-0.045
337,-0.045
338,-0.045
339,-0.045
340,-0.045
341,-0.045
342,22.338
343,-0.045
344,-0.045
345,-0.045
346,-0.045
347,-0.045
348,-0.045
349,-0.045
350,-0.045
351,-0.045
352,-0.045
353,-0.045
354,-0.045
355,-0.045
356,-0.045
357,-0.045
358,-0.045
359,-0.045
360,-0.045
361,-0.045
362,-0.045
363,-0.045
364,-0.045
365,-0.045
366,-0.045
367,-0.045
368,-0.045
369,-0.045
370,-0.045
371,-0.045
372,-0.045
373,-0.045
374,-0.045
375,-0.045
376,-0.045
377,-0.045
378,-0.045
379,-0.045
380,-0.045
381,-0.032
382,-0.045
383,-0.045
384,-0.045
385,-0.045
386,-0.045
387,-0.045
388,-0.045
389,-0.045
390,-0.045
391,-0.045
392,-0.045
393,-0.045
394,-0.045
395,-0.045
396,-0.045
397,-0.045
398,-0.045
399,-0.045
400,-0.045
401,-0.045
402,-0.045
403,-0.045
404,-0.045
405,-0.045
406,-0.045
407,-0.045
408,-0.045
409,-0.045
410,-0.045
411,-0.045
412,-0.045
413,-0.045
414,-0.045
415,-0.045
416,-0.045
417,-0.045
418,-0.045
419,-0.045
420,-0.045
421,-0.045
422,-0.045
423,-0.045
424,-0.045
425,-0.045
426,-0.045
427,-0.045
428,-0.045
429,-0.045
430,-0.045
431,-0.045
432,-0.045
433,-0.045
434,-0.045
435,-0.045
436,-0.045
437,-0.045
438,-0.045
439,-0.045
440,-0.045
441,-0.045
442,-0.045
443,-0.045
444,-0.045
445,-0.045
446,-0.045
447,-0.045
448,-0.045
449,-0.045
450,-0.045
451,-0.045
452,-0.045
453,-0.045
454,-0.045
455,-0.045
456,-0.045
457,-0.045
458,-0.045
459,-0.045
460,-0.045
461,-0.045
462,-0.045
463,-0.045
464,-0.045
465,-0.045
466,-0.045
467,-0.045
468,-0.045
469,-0.045
470,-0.045
471,-0.045
472,-0.045
473,-0.045
474,-0.045
475,-0.045
476,-0.045
477,-0.045
478,-0.045
479,-0.045
480,-0.045
481,-0.045
482,-0.045
483,-0.045
484,-0.045
485,-0.045
486,-0.045
487,-0.045
488,-0.045
489,-0.045
490,-0.045
491,-0.045
492,-0.045
493,-0.045
494,-0.045
495,-0.045
496,-0.045
497,-0.045
498,-0.045
499,-0.045
