,0,1,2,3,4,5
78,-0.073,0.161,0.046,0.146,-0.073,0.121
79,0.084,0.222,-0.156,0.166,0.081,0.061
80,-0.086,0.182,0.045,0.169,-0.085,0.142
81,0.084,0.235,-0.166,0.174,0.082,0.063
82,-0.086,0.186,0.051,0.169,-0.086,0.142
83,-0.235,0.491,0.114,0.453,-0.235,0.386
84,0.047,0.12,-0.084,0.091,0.048,0.033
85,0.031,0.077,-0.059,0.062,0.04,0.021
86,0.018,0.055,-0.039,0.041,0.029,0.012
87,-0.209,0.436,0.103,0.404,-0.21,0.345
88,0.016,0.062,-0.041,0.044,0.032,0.01
89,0.003,0.009,-0.007,0.007,0.007,0.001
90,0.059,0.177,-0.12,0.127,0.053,0.044
91,0.016,0.053,-0.036,0.038,0.028,0.01
92,-0.081,0.173,0.042,0.16,-0.081,0.134
93,0.043,0.109,-0.076,0.082,0.044,0.03
94,0.017,0.077,-0.047,0.051,0.035,0.01
95,0.018,0.055,-0.039,0.041,0.029,0.012
96,-0.098,0.207,0.05,0.193,-0.097,0.162
97,0.029,0.076,-0.055,0.059,0.039,0.02
98,0.056,0.154,-0.107,0.114,0.053,0.041
99,0.065,0.178,-0.125,0.132,0.062,0.047
100,-0.05,0.113,0.029,0.104,-0.052,0.085
101,0.04,0.102,-0.074,0.078,0.043,0.029
102,0.008,0.023,-0.018,0.017,0.016,0.004
103,0.003,0.009,-0.008,0.008,0.009,0.001
104,-0.101,0.215,0.057,0.196,-0.101,0.166
105,0.07,0.19,-0.133,0.141,0.067,0.051
106,0.055,0.154,-0.107,0.114,0.053,0.041
107,-0.031,0.074,0.022,0.068,-0.031,0.053
108,-0.046,0.113,0.035,0.101,-0.046,0.072
109,0.008,0.023,-0.018,0.017,0.016,0.004
110,0.004,0.012,-0.011,0.011,0.011,0.002
111,-0.185,0.384,0.092,0.355,-0.184,0.302
112,0.018,0.055,-0.039,0.041,0.029,0.012
113,0.079,0.223,-0.156,0.164,0.075,0.059
114,-0.061,0.138,0.041,0.123,-0.06,0.1
115,0.013,0.047,-0.032,0.033,0.025,0.008
116,0.051,0.142,-0.099,0.105,0.049,0.037
117,0.021,0.072,-0.049,0.053,0.036,0.014
118,0.011,0.029,-0.022,0.022,0.018,0.006
119,-0.112,0.235,0.056,0.22,-0.111,0.186
120,0.014,0.069,-0.043,0.046,0.033,0.009
121,-0.184,0.382,0.091,0.353,-0.183,0.3
122,0.008,0.023,-0.018,0.017,0.016,0.004
123,0.019,0.071,-0.046,0.049,0.034,0.012
124,-0.141,0.293,0.072,0.267,-0.139,0.227
125,-0.153,0.318,0.078,0.291,-0.151,0.248
126,0.021,0.072,-0.049,0.053,0.036,0.014
127,0.013,0.031,-0.025,0.024,0.019,0.007
128,-0.117,0.248,0.064,0.226,-0.116,0.19
129,0.059,0.177,-0.12,0.127,0.053,0.044
130,0.038,0.106,-0.074,0.078,0.037,0.028
131,0.011,0.029,-0.022,0.022,0.018,0.006
132,-0.025,0.063,0.019,0.058,-0.027,0.044
133,-0.003,0.018,0.003,0.016,-0.001,0.001
134,0.074,0.211,-0.147,0.155,0.069,0.055
135,0.013,0.047,-0.032,0.033,0.025,0.008
136,-0.184,0.382,0.091,0.353,-0.182,0.3
137,-0.009,0.028,0.01,0.026,-0.009,0.012
138,-0.067,0.145,0.037,0.134,-0.067,0.111
139,0.109,0.286,-0.213,0.219,0.116,0.079
140,-0.02,0.051,0.017,0.046,-0.02,0.033
141,0.0,0.01,-0.002,0.004,0.004,-0.002
142,-0.002,0.014,-0.0,0.008,0.003,-0.003
143,-0.044,0.099,0.027,0.091,-0.044,0.074
144,-0.079,0.172,0.049,0.156,-0.078,0.13
145,0.0,0.01,-0.002,0.004,0.004,-0.002
146,0.003,0.009,-0.007,0.007,0.007,0.001
147,-0.034,0.093,0.028,0.083,-0.034,0.049
148,-0.025,0.062,0.019,0.057,-0.026,0.043
149,0.035,0.087,-0.063,0.066,0.038,0.025
150,0.004,0.015,-0.01,0.009,0.009,0.001
151,-0.08,0.171,0.042,0.159,-0.08,0.133
152,0.105,0.279,-0.207,0.213,0.11,0.077
153,0.011,0.029,-0.022,0.022,0.018,0.006
154,0.003,0.009,-0.007,0.007,0.007,0.001
155,0.017,0.04,-0.032,0.032,0.023,0.01
156,-0.099,0.211,0.057,0.193,-0.099,0.163
157,0.029,0.076,-0.055,0.059,0.039,0.02
158,-0.027,0.081,0.024,0.074,-0.029,0.039
159,0.009,0.076,-0.042,0.046,0.032,0.005
160,0.0,0.011,-0.002,0.004,0.004,-0.002
161,-0.054,0.121,0.032,0.112,-0.055,0.091
162,-0.003,0.018,0.003,0.016,-0.001,0.001
163,-0.079,0.17,0.042,0.158,-0.08,0.132
164,0.052,0.146,-0.102,0.108,0.051,0.038
165,-0.241,0.503,0.117,0.466,-0.242,0.398
166,-0.044,0.099,0.027,0.091,-0.044,0.074
167,0.031,0.084,-0.06,0.064,0.041,0.022
168,0.003,0.009,-0.007,0.007,0.007,0.001
169,0.013,0.031,-0.025,0.024,0.019,0.007
170,0.034,0.086,-0.063,0.067,0.043,0.023
171,0.004,0.015,-0.01,0.009,0.009,0.001
172,0.052,0.146,-0.102,0.108,0.051,0.038
173,0.016,0.037,-0.029,0.029,0.022,0.009
174,0.035,0.087,-0.063,0.066,0.039,0.025
175,0.095,0.256,-0.186,0.193,0.097,0.071
176,-0.002,0.014,-0.0,0.008,0.003,-0.003
177,-0.008,0.028,0.01,0.026,-0.009,0.012
178,0.008,0.023,-0.018,0.017,0.016,0.004
179,0.065,0.178,-0.125,0.132,0.062,0.047
180,0.034,0.084,-0.059,0.063,0.037,0.024
181,-0.002,0.014,-0.0,0.008,0.003,-0.003
182,0.043,0.122,-0.085,0.09,0.042,0.032
183,0.039,0.099,-0.071,0.075,0.042,0.028
184,-0.115,0.246,0.064,0.225,-0.115,0.189
185,0.038,0.096,-0.068,0.072,0.041,0.027
186,-0.21,0.438,0.103,0.405,-0.21,0.345
187,-0.086,0.186,0.051,0.17,-0.086,0.142
188,0.047,0.134,-0.094,0.099,0.047,0.035
189,0.079,0.223,-0.156,0.164,0.075,0.059
190,0.013,0.047,-0.032,0.033,0.025,0.008
191,-0.02,0.051,0.017,0.046,-0.02,0.032
192,0.017,0.077,-0.047,0.051,0.035,0.01
193,0.056,0.157,-0.111,0.117,0.055,0.041
194,0.001,0.011,-0.001,0.014,-0.003,0.002
195,0.008,0.029,-0.019,0.019,0.013,0.004
196,0.088,0.243,-0.171,0.18,0.084,0.065
197,0.064,0.174,-0.121,0.129,0.061,0.046
198,-0.174,0.36,0.086,0.332,-0.173,0.284
199,-0.025,0.063,0.019,0.058,-0.027,0.044
