,0,1,2,3,4,5
250,0.016,0.196,0.341,-1.381,1.013,0.581
251,1.263,-0.62,0.341,0.324,0.153,0.617
252,-1.232,-1.028,-0.213,0.324,-0.363,0.367
253,0.016,-1.436,2.002,1.177,-1.051,-0.278
254,0.016,0.196,0.341,-1.381,1.013,0.617
255,1.263,0.604,-0.213,0.324,0.325,0.259
256,0.016,0.4,-0.628,-0.529,0.497,0.367
257,0.016,0.196,0.341,-1.381,1.013,0.617
258,1.263,0.604,-0.074,0.324,0.325,0.223
259,1.263,0.604,-0.351,0.324,0.325,0.259
260,1.263,0.094,0.202,-1.381,1.185,0.653
261,1.263,-0.008,0.202,-1.381,1.185,0.725
262,-1.232,0.808,0.756,-0.529,-0.191,-0.206
263,0.016,-0.212,0.341,-1.381,1.013,0.725
264,-1.232,1.623,-1.043,1.177,-1.395,-1.782
265,-1.232,-0.416,-0.213,-0.529,0.669,0.725
266,1.263,-0.11,0.202,-1.381,1.185,0.725
267,1.263,-0.518,-0.49,0.324,0.497,0.689
268,-1.232,-1.742,-2.012,1.177,-1.567,-0.743
269,0.016,-0.518,-0.628,-0.529,0.497,0.689
270,-1.232,-0.416,-0.49,-0.529,0.669,0.725
271,1.263,0.604,-0.49,0.324,0.497,0.295
272,0.016,-0.008,0.064,-2.234,1.185,0.653
273,0.016,1.725,-2.289,1.177,-1.567,-1.997
274,0.016,-1.232,-1.32,0.324,-0.535,0.152
275,-1.232,0.4,-0.49,-0.529,0.669,0.367
276,1.263,1.419,1.171,1.177,-0.879,-1.03
277,-1.232,-0.314,0.064,-1.381,0.841,0.725
278,0.016,0.4,0.064,0.324,0.841,0.51
279,1.263,0.706,0.479,0.324,0.153,0.116
280,1.263,-0.11,0.064,-2.234,1.357,0.689
281,-1.232,-0.416,-0.074,-1.381,0.841,0.725
282,1.263,-1.232,-1.182,1.177,-0.707,0.152
283,-1.232,0.196,0.202,-0.529,1.013,0.546
284,-1.232,-0.212,0.341,-0.529,1.013,0.725
285,-1.232,1.623,-0.767,1.177,-1.395,-1.746
286,-2.48,-0.416,-0.074,-1.381,0.841,0.725
287,-1.232,0.298,0.202,-0.529,0.841,0.546
288,0.016,-0.518,-0.628,-0.529,0.497,0.689
289,0.016,0.094,0.202,-1.381,1.185,0.617
290,-1.232,-0.926,0.895,0.324,-0.191,0.474
291,0.016,0.502,-0.628,-0.529,0.497,0.331
292,0.016,-1.13,-1.459,0.324,-0.535,0.223
293,1.263,-2.048,2.002,2.029,-2.083,-1.352
294,-1.232,-0.314,0.202,-1.381,1.013,0.725
295,1.263,0.502,-0.49,0.324,0.497,0.331
296,-1.232,2.235,-0.628,2.029,-2.427,-3.644
297,0.016,-0.518,-0.628,-0.529,0.497,0.689
298,0.016,-1.538,2.002,0.324,-1.051,-0.278
299,0.016,0.91,1.31,0.324,-0.019,-0.027
300,1.263,-0.722,0.756,0.324,0.153,0.581
301,-1.232,-0.416,-0.213,-0.529,0.669,0.725
302,-1.232,1.012,-0.767,0.324,-0.363,-0.385
303,0.016,-0.824,1.033,0.324,0.153,0.546
304,0.016,-0.824,1.033,0.324,-0.019,0.474
305,0.016,1.012,-1.32,0.324,-0.535,-0.529
306,1.263,-0.008,0.064,-2.234,1.357,0.689
307,-1.232,-1.028,-0.49,0.324,-0.363,0.331
308,0.016,-0.824,1.171,0.324,-0.019,0.51
309,-1.232,-0.314,0.202,-0.529,0.841,0.725
310,-1.232,1.521,1.171,1.177,-1.223,-1.495
311,-1.232,-0.314,0.202,-1.381,0.841,0.725
312,1.263,-0.722,0.341,0.324,0.153,0.617
313,-1.232,0.91,0.341,0.324,-0.191,-0.242
314,1.263,-0.11,0.064,-2.234,1.357,0.689
315,0.016,0.298,0.341,-0.529,1.013,0.581
316,-1.232,1.012,-1.043,0.324,-0.363,-0.457
317,-1.232,-0.518,-0.49,-0.529,0.669,0.689
318,0.016,0.502,-0.628,-0.529,0.497,0.331
319,-1.232,0.196,0.202,-1.381,1.013,0.546
320,-1.232,2.337,-1.459,2.029,-2.599,-3.751
321,-1.232,1.623,-0.767,1.177,-1.395,-1.746
322,-1.232,1.419,2.002,0.324,-1.051,-1.245
323,0.016,-0.11,0.202,-1.381,1.185,0.725
324,0.016,0.196,0.202,-1.381,1.185,0.617
325,0.016,-0.212,0.341,-1.381,1.013,0.725
326,-1.232,-1.028,-0.213,0.324,-0.363,0.367
327,1.263,0.502,-0.49,0.324,0.497,0.331
328,1.263,-1.232,0.064,1.177,-0.879,0.009
329,0.016,-1.232,-1.182,0.324,-0.707,0.116
330,-1.232,0.298,0.064,-0.529,0.841,0.51
331,0.016,-0.722,1.033,0.324,0.153,0.546
332,-1.232,0.298,-0.074,-0.529,0.841,0.474
333,-1.232,0.808,0.756,0.324,-0.191,-0.206
334,-1.232,-0.926,0.064,0.324,-0.191,0.402
335,-1.232,1.623,-0.213,1.177,-1.395,-1.675
336,0.016,0.808,1.171,0.324,-0.019,-0.027
337,1.263,1.929,-1.043,1.177,-1.739,-2.391
338,0.016,1.725,-2.151,1.177,-1.567,-1.997
339,-1.232,0.298,-0.074,-0.529,0.841,0.474
340,1.263,0.604,-0.213,-0.529,0.325,0.223
341,0.016,-0.824,1.033,0.324,-0.191,0.474
342,1.263,0.604,-0.213,-0.529,0.325,0.188
343,0.016,0.808,1.033,0.324,-0.019,0.009
344,1.263,1.827,-1.32,1.177,-1.739,-2.355
345,1.263,-1.436,1.587,1.177,-0.879,-0.135
346,0.016,0.196,0.341,-1.381,1.013,0.617
347,1.263,0.706,-0.074,0.324,0.325,0.223
348,1.263,-0.62,0.479,0.324,0.153,0.617
349,0.016,-0.824,1.171,0.324,-0.019,0.51
350,1.263,-1.232,-0.767,0.324,-0.707,0.08
351,0.016,0.502,-0.628,-0.529,0.497,0.259
352,0.016,-0.008,-0.074,-2.234,1.357,0.653
353,-1.232,-0.824,1.171,0.324,-0.019,0.51
354,1.263,1.521,2.002,1.177,-1.051,-1.173
355,-1.232,-0.314,-0.074,-0.529,0.841,0.725
356,0.016,-1.13,-1.459,0.324,-0.535,0.223
357,0.016,-0.62,-0.49,-0.529,0.325,0.653
358,0.016,-0.824,1.171,0.324,-0.019,0.546
359,1.263,1.827,-1.874,1.177,-1.739,-2.247
360,-1.232,1.521,1.587,1.177,-1.223,-1.424
361,0.016,1.114,-1.459,0.324,-0.535,-0.636
362,0.016,-1.436,2.002,1.177,-1.051,-0.206
363,1.263,0.502,-0.351,-0.529,0.325,0.223
364,0.016,-0.212,0.341,-0.529,1.013,0.76
365,-1.232,0.298,0.202,-0.529,0.841,0.51
366,-1.232,0.808,1.033,0.324,-0.019,-0.099
367,0.016,1.114,-1.459,0.324,-0.535,-0.636
368,0.016,-1.13,-1.32,1.177,-0.535,0.223
369,0.016,-0.212,0.202,0.324,0.841,0.76
370,0.016,-1.946,-1.597,1.177,-1.739,-1.03
371,1.263,-0.11,0.202,-1.381,1.185,0.725
372,-1.232,-0.212,0.341,-1.381,1.013,0.725
373,0.016,1.012,-0.213,1.177,-0.363,-0.314
374,1.263,0.706,0.756,0.324,0.153,0.08
375,-1.232,1.623,-0.213,1.177,-1.395,-1.675
376,-2.48,-0.314,0.202,-1.381,0.841,0.725
377,0.016,2.439,-3.12,2.029,-2.771,-4.253
378,-1.232,-0.416,-0.351,-0.529,0.669,0.725
379,-1.232,1.012,0.064,0.324,-0.191,-0.278
380,1.263,-0.11,0.202,-1.381,1.185,0.725
381,0.016,2.337,-0.074,2.029,-2.427,-3.572
382,0.016,-0.824,1.171,0.324,-0.019,0.51
383,1.263,1.317,1.171,1.177,-0.879,-1.03
384,1.263,-0.62,-0.074,0.324,0.325,0.653
385,0.016,0.91,1.033,0.324,-0.019,-0.135
386,1.263,0.706,0.618,0.324,0.153,0.116
387,1.263,0.604,-0.49,0.324,0.497,0.331
388,0.016,0.094,0.202,-1.381,1.185,0.653
389,-1.232,1.012,-0.074,0.324,-0.363,-0.314
390,-1.232,-0.314,0.341,-1.381,1.013,0.725
391,1.263,2.541,-1.735,2.029,-2.943,-4.503
392,0.016,0.094,0.202,-1.381,1.185,0.653
393,1.263,0.604,-0.351,-0.529,0.325,0.223
394,0.016,0.4,-0.49,-0.529,0.669,0.402
395,2.511,0.094,0.202,-1.381,1.185,0.689
396,0.016,-0.824,0.895,0.324,0.153,0.546
397,-1.232,0.196,0.341,-0.529,1.013,0.581
398,0.016,0.094,0.202,-1.381,1.185,0.617
399,1.263,-1.742,-2.289,2.029,-1.567,-0.815
