,0,1,2,3,4,5
236,-0.748,1.007,-0.041,1.868,-1.6,1.868
237,-0.315,0.219,-0.041,0.022,0.013,0.022
238,-0.347,-1.356,-0.041,0.347,-0.491,0.347
239,-0.297,0.219,-0.041,-0.087,0.114,-0.087
240,-0.381,0.219,-0.041,1.107,-1.096,1.107
241,-0.348,-2.144,-0.041,0.456,-0.692,0.456
242,0.838,1.007,-0.041,-1.282,1.323,-1.282
243,0.821,0.219,-0.041,-1.39,1.223,-1.39
244,0.222,1.007,-0.041,-0.847,0.92,-0.847
245,-0.345,-1.356,-0.041,0.239,-0.491,0.239
246,-0.446,0.219,-0.041,1.325,-1.297,1.325
247,-0.348,-1.356,-0.041,0.564,-0.592,0.564
248,-0.351,-1.356,-0.041,0.782,-0.894,0.782
249,-0.35,-0.569,-0.041,0.782,-0.894,0.782
250,-0.277,0.219,-0.041,-0.196,0.114,-0.196
251,-0.317,-0.569,-0.041,0.022,-0.088,0.022
252,0.458,1.007,-0.041,-1.064,1.122,-1.064
253,-0.311,0.219,-0.041,0.022,0.013,0.022
254,-0.184,1.007,-0.041,-0.304,0.416,-0.304
255,-0.349,-0.569,-0.041,0.782,-0.793,0.782
256,-0.376,0.219,-0.041,1.107,-0.995,1.107
257,-1.005,1.007,-0.041,2.085,-1.801,2.085
258,-0.344,-0.569,-0.041,0.239,-0.39,0.239
259,-0.348,-2.144,-0.041,0.456,-0.692,0.456
260,-0.321,0.219,-0.041,0.022,-0.088,0.022
261,0.317,0.219,-0.041,-0.956,1.021,-0.956
262,0.226,1.007,-0.041,-0.847,0.92,-0.847
263,-0.327,-0.569,-0.041,0.022,-0.188,0.022
264,-0.15,0.219,-0.041,-0.521,0.416,-0.521
265,1.395,1.007,-0.041,-1.499,1.626,-1.499
266,-0.347,-1.356,-0.041,0.456,-0.592,0.456
267,2.262,1.007,-0.041,-1.825,1.928,-1.825
268,0.1,1.007,-0.041,-0.739,0.819,-0.739
269,-0.112,1.007,-0.041,-0.521,0.517,-0.521
270,-0.491,0.219,-0.041,1.433,-1.398,1.433
271,-0.671,1.007,-0.041,1.759,-1.6,1.759
272,0.153,1.007,-0.041,-0.847,0.819,-0.847
273,-0.348,-4.508,-0.041,0.564,-0.793,0.564
274,-0.347,-1.356,-0.041,0.347,-0.592,0.347
275,1.876,1.007,-0.041,-1.716,1.727,-1.716
276,-0.237,0.219,-0.041,-0.304,0.215,-0.304
277,0.016,0.219,-0.041,-0.739,0.719,-0.739
278,2.664,1.007,-0.041,-1.933,2.029,-1.933
279,0.936,1.007,-0.041,-1.282,1.424,-1.282
280,-0.107,0.219,-0.041,-0.521,0.517,-0.521
281,-0.157,0.219,-0.041,-0.521,0.416,-0.521
282,-0.346,-0.569,-0.041,0.347,-0.39,0.347
283,0.012,0.219,-0.041,-0.63,0.719,-0.63
284,-0.111,1.007,-0.041,-0.521,0.517,-0.521
285,0.438,1.007,-0.041,-1.064,1.122,-1.064
286,-0.251,0.219,-0.041,-0.196,0.215,-0.196
287,-0.162,0.219,-0.041,-0.413,0.416,-0.413
288,-0.147,0.219,-0.041,-0.413,0.517,-0.413
289,0.066,0.219,-0.041,-0.739,0.719,-0.739
290,-0.348,-1.356,-0.041,0.456,-0.592,0.456
291,0.302,0.219,-0.041,-0.956,0.92,-0.956
292,-0.326,0.219,-0.041,0.13,-0.088,0.13
293,-0.165,0.219,-0.041,-0.413,0.416,-0.413
294,-0.344,-0.569,-0.041,0.347,-0.39,0.347
295,-0.242,0.219,-0.041,-0.304,0.215,-0.304
296,-0.049,0.219,-0.041,-0.63,0.618,-0.63
297,-0.383,0.219,-0.041,1.107,-1.096,1.107
298,-0.128,0.219,-0.041,-0.521,0.517,-0.521
299,-0.352,-0.569,-0.041,0.782,-0.894,0.782
300,-0.363,-0.569,-0.041,0.999,-0.995,0.999
301,0.962,1.007,-0.041,-1.39,1.424,-1.39
302,-0.055,1.007,-0.041,-0.63,0.618,-0.63
303,1.001,1.007,-0.041,-1.282,1.424,-1.282
304,-0.331,0.219,-0.041,0.13,-0.188,0.13
305,0.821,1.007,-0.041,-1.282,1.323,-1.282
306,-0.376,0.219,-0.041,1.107,-0.995,1.107
307,-0.234,0.219,-0.041,-0.304,0.315,-0.304
308,-0.227,0.219,-0.041,-0.304,0.315,-0.304
309,-1.762,1.007,-0.011,2.519,-2.204,2.519
310,-0.354,-0.569,-0.041,0.89,-0.894,0.89
311,0.273,1.007,-0.041,-0.956,1.021,-0.956
312,-0.346,-0.569,-0.041,0.347,-0.491,0.347
313,-0.194,0.219,-0.041,-0.304,0.416,-0.304
314,-0.348,-3.72,-0.041,0.564,-0.793,0.564
315,-0.409,0.219,-0.041,1.216,-1.196,1.216
316,-0.304,0.219,-0.041,-0.087,0.013,-0.087
317,-0.031,1.007,-0.041,-0.63,0.618,-0.63
318,0.324,1.007,-0.041,-0.956,1.021,-0.956
319,-0.348,-1.356,-0.041,0.673,-0.793,0.673
320,-0.475,0.219,-0.041,1.433,-1.297,1.433
321,-0.027,0.219,-0.041,-0.63,0.618,-0.63
322,2.233,1.007,-0.041,-1.825,1.928,-1.825
323,0.384,1.007,-0.041,-0.956,1.122,-0.956
324,-0.326,0.219,-0.041,0.13,-0.088,0.13
325,-0.348,-4.508,-0.041,0.564,-0.793,0.564
326,0.05,1.007,-0.041,-0.739,0.819,-0.739
327,-0.348,-2.144,-0.041,0.564,-0.692,0.564
328,-0.302,0.219,-0.041,-0.087,0.013,-0.087
329,-0.4,0.219,-0.041,1.216,-1.196,1.216
330,0.777,1.007,-0.041,-1.173,1.323,-1.173
331,1.398,1.007,-0.041,-1.607,1.626,-1.607
332,0.408,1.007,-0.041,-1.064,1.122,-1.064
333,-0.284,0.219,-0.041,-0.087,0.114,-0.087
334,-0.34,-0.569,-0.041,0.239,-0.289,0.239
335,-0.316,-0.569,-0.041,-0.087,-0.088,-0.087
336,-0.224,0.219,-0.041,-0.304,0.315,-0.304
337,-0.344,-0.569,-0.041,0.239,-0.39,0.239
338,-0.339,-0.569,-0.041,0.13,-0.289,0.13
339,-0.27,0.219,-0.041,-0.196,0.114,-0.196
340,5.833,1.007,-0.041,-2.693,2.735,-2.693
341,-0.342,-0.569,-0.041,0.239,-0.39,0.239
342,-0.335,-0.569,-0.041,0.13,-0.289,0.13
343,-0.345,-0.569,-0.041,0.347,-0.39,0.347
344,-0.241,0.219,-0.041,-0.196,0.315,-0.196
345,-0.218,0.219,-0.041,-0.304,0.315,-0.304
346,-0.04,0.219,-0.041,-0.63,0.618,-0.63
347,0.123,0.219,-0.041,-0.847,0.819,-0.847
348,-0.345,-0.569,-0.041,0.347,-0.39,0.347
349,-0.008,1.007,-0.041,-0.521,0.719,-0.521
350,-0.352,-0.569,-0.041,0.782,-0.894,0.782
351,-0.377,0.219,-0.041,1.107,-0.995,1.107
352,1.91,1.795,-0.041,-1.716,1.827,-1.716
353,0.878,1.007,-0.041,-1.39,1.323,-1.39
354,0.29,1.007,-0.041,-0.956,1.021,-0.956
355,-0.53,0.219,-0.041,1.542,-1.398,1.542
356,-1.001,0.219,-0.041,1.976,-1.902,1.976
357,-0.117,0.219,-0.041,-0.521,0.517,-0.521
358,-0.294,0.219,-0.041,-0.087,0.114,-0.087
359,1.353,0.219,-0.041,-1.607,1.525,-1.607
360,-1.023,1.007,-0.04,2.085,-1.801,2.085
361,-0.309,-0.569,-0.041,-0.087,-0.088,-0.087
362,0.632,0.219,-0.041,-1.173,1.223,-1.173
363,1.02,1.007,-0.041,-1.39,1.424,-1.39
364,-0.103,0.219,-0.041,-0.521,0.517,-0.521
365,-0.697,1.007,-0.041,1.868,-1.6,1.868
366,-0.292,0.219,-0.041,-0.087,0.114,-0.087
367,0.226,0.219,-0.041,-0.847,0.92,-0.847
368,-0.344,-0.569,-0.041,0.239,-0.39,0.239
369,-0.197,0.219,-0.041,-0.413,0.315,-0.413
370,-0.37,-0.569,-0.041,0.999,-1.096,0.999
371,-0.345,-0.569,-0.041,0.239,-0.39,0.239
372,0.023,0.219,-0.041,-0.739,0.719,-0.739
373,-0.348,-2.932,-0.041,0.456,-0.793,0.456
374,-0.287,0.219,-0.041,-0.087,0.114,-0.087
375,0.154,1.007,-0.041,-0.847,0.819,-0.847
376,0.105,1.007,-0.041,-0.739,0.819,-0.739
377,-0.264,0.219,-0.041,-0.196,0.215,-0.196
378,-0.014,1.007,-0.041,-0.63,0.719,-0.63
379,-0.483,0.219,-0.041,1.433,-1.297,1.433
380,-0.28,0.219,-0.041,-0.087,0.215,-0.087
381,-0.305,-0.569,-0.041,-0.087,0.013,-0.087
382,-0.354,-0.569,-0.041,0.89,-0.995,0.89
383,-0.313,0.219,-0.041,0.13,0.013,0.13
384,-0.372,0.219,-0.041,1.107,-0.995,1.107
385,-0.348,-4.508,-0.041,0.564,-0.793,0.564
386,-0.315,0.219,-0.041,0.022,-0.088,0.022
387,-0.139,0.219,-0.041,-0.521,0.416,-0.521
388,-0.964,0.219,-0.041,1.976,-1.801,1.976
389,-0.317,0.219,-0.041,0.022,-0.088,0.022
390,2.314,1.007,-0.041,-1.825,1.928,-1.825
391,-0.331,-0.569,-0.041,0.13,-0.188,0.13
392,0.94,1.007,-0.041,-1.282,1.424,-1.282
393,-0.196,0.219,-0.041,-0.304,0.416,-0.304
394,-0.253,0.219,-0.041,-0.196,0.215,-0.196
395,-0.23,-0.569,-0.041,-0.304,0.215,-0.304
396,-0.367,-0.569,-0.041,0.999,-1.096,0.999
397,-0.348,-2.144,-0.041,0.564,-0.793,0.564
398,0.849,1.007,-0.041,-1.282,1.424,-1.282
399,-0.348,-2.144,-0.041,0.564,-0.793,0.564
400,-0.349,-1.356,-0.041,0.782,-0.793,0.782
401,0.95,1.007,-0.041,-1.282,1.424,-1.282
402,-0.561,0.219,-0.041,1.65,-1.398,1.65
403,-0.335,-0.569,-0.041,0.13,-0.188,0.13
404,-0.271,0.219,-0.041,-0.087,0.215,-0.087
405,-0.408,0.219,-0.041,1.216,-1.196,1.216
406,-0.879,0.219,-0.041,1.976,-1.801,1.976
407,-0.348,-5.296,-0.041,0.564,-0.793,0.564
408,-0.348,-3.72,-0.041,0.564,-0.793,0.564
409,1.297,1.007,-0.041,-1.499,1.525,-1.499
410,4.438,1.795,-0.041,-2.367,2.533,-2.367
411,-0.261,0.219,-0.041,-0.196,0.215,-0.196
412,-0.347,-1.356,-0.041,0.347,-0.491,0.347
413,-0.252,0.219,-0.041,-0.304,0.215,-0.304
414,-0.339,-0.569,-0.041,0.239,-0.289,0.239
415,-0.332,-0.569,-0.041,0.13,-0.188,0.13
416,-0.327,-0.569,-0.041,0.022,-0.188,0.022
417,-0.359,-0.569,-0.041,0.89,-0.995,0.89
418,0.839,1.007,-0.041,-1.282,1.323,-1.282
419,-0.584,0.219,-0.041,1.65,-1.499,1.65
420,0.655,0.219,-0.041,-1.282,1.223,-1.282
421,-0.196,0.219,-0.041,-0.304,0.416,-0.304
422,-0.34,0.219,-0.041,0.239,-0.289,0.239
423,-0.386,0.219,-0.041,1.107,-1.096,1.107
424,-0.347,-1.356,-0.041,0.347,-0.491,0.347
425,-0.012,1.007,-0.041,-0.63,0.719,-0.63
426,-0.347,-1.356,-0.041,0.456,-0.592,0.456
427,-0.363,0.219,-0.041,0.999,-0.995,0.999
428,-0.348,-1.356,-0.041,0.456,-0.692,0.456
429,-0.444,0.219,-0.041,1.325,-1.297,1.325
430,0.435,1.007,-0.041,-1.064,1.122,-1.064
431,-0.281,0.219,-0.041,-0.196,0.114,-0.196
432,-0.348,-1.356,-0.041,0.456,-0.592,0.456
433,-0.37,-0.569,-0.041,0.999,-0.995,0.999
434,-0.41,0.219,-0.041,1.325,-1.196,1.325
435,-0.325,-0.569,-0.041,0.022,-0.088,0.022
436,-0.326,0.219,-0.041,0.13,-0.088,0.13
437,-0.349,-1.356,-0.041,0.673,-0.894,0.673
438,4.764,1.795,-0.041,-2.367,2.533,-2.367
439,-0.509,0.219,-0.041,1.433,-1.398,1.433
440,1.59,1.007,-0.041,-1.607,1.626,-1.607
441,-0.276,0.219,-0.041,-0.087,0.215,-0.087
442,-0.014,0.219,-0.041,-0.63,0.618,-0.63
443,-0.269,0.219,-0.041,-0.196,0.215,-0.196
444,3.016,1.007,-0.041,-2.042,2.13,-2.042
445,-0.389,0.219,-0.041,1.107,-1.096,1.107
446,2.66,1.007,-0.041,-1.933,2.029,-1.933
447,0.426,1.007,-0.041,-1.064,1.122,-1.064
448,-0.341,-0.569,-0.041,0.239,-0.289,0.239
449,-0.307,0.219,-0.041,-0.087,0.013,-0.087
450,-0.641,0.219,-0.041,1.759,-1.499,1.759
451,-0.348,-2.144,-0.041,0.564,-0.793,0.564
452,0.504,1.007,-0.041,-1.064,1.223,-1.064
453,0.071,1.007,-0.041,-0.63,0.819,-0.63
454,-0.319,0.219,-0.041,0.022,-0.088,0.022
455,3.03,1.007,-0.041,-2.042,2.13,-2.042
456,-0.355,0.219,-0.041,0.999,-0.894,0.999
457,-0.354,-0.569,-0.041,0.89,-0.894,0.89
458,-0.325,-0.569,-0.041,0.022,-0.088,0.022
459,-0.348,-1.356,-0.041,0.673,-0.793,0.673
460,-0.348,-2.144,-0.041,0.456,-0.692,0.456
461,0.491,0.219,-0.041,-1.064,1.122,-1.064
462,-0.348,-2.932,-0.041,0.564,-0.793,0.564
463,-0.35,-0.569,-0.041,0.782,-0.894,0.782
464,-0.348,-2.144,-0.041,0.456,-0.692,0.456
465,-0.344,-0.569,-0.041,0.239,-0.39,0.239
466,-0.012,0.219,-0.041,-0.63,0.719,-0.63
467,-0.36,-0.569,-0.041,0.999,-0.995,0.999
468,-1.796,1.007,-0.006,2.519,-2.204,2.519
469,0.122,1.007,-0.041,-0.739,0.819,-0.739
470,-0.034,1.007,-0.041,-0.63,0.618,-0.63
471,-0.457,1.007,-0.041,1.542,-1.196,1.542
